setting,es,group,centile,rank,final.rank,effective.group
all,6.39,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.4,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.41,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.42,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.43,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.44,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.45,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.46,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.47,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.48,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.49,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.5,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.51,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.52,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.53,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.54,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.55,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.56,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.57,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.58,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.59,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.6,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.61,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.62,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.63,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.64,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.65,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.66,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.67,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.68,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.69,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.7,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.71,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.72,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.73,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.74,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.75,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.76,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.77,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.78,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.79,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.8,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.81,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.82,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.83,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.84,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.85,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.86,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.87,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.88,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.89,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.9,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.91,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.92,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.93,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.94,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.95,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.96,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.97,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.98,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,6.99,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.01,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.02,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.03,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.04,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.05,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.06,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.07,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.08,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.09,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.1,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.11,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.12,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.13,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.14,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.15,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.16,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.17,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.18,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.19,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.2,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.21,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.22,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.23,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.24,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.25,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.26,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.27,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.28,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.29,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.3,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.31,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.32,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.33,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.34,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.35,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.36,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.37,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.38,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.39,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.4,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.41,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.42,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.43,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.44,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.45,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.46,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.47,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.48,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.49,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.5,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.51,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.52,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.53,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.54,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.55,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.56,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.57,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.58,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.59,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.6,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.61,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.62,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.63,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.64,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.65,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.66,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.67,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.68,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.69,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.7,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.71,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.72,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.73,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.74,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.75,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.76,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.77,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.78,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.79,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.8,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.81,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.82,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.83,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.84,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.85,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.86,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.87,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.88,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.89,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.9,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.91,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.92,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.93,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.94,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.95,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.96,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.97,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.98,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,7.99,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.01,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.02,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.03,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.04,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.05,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.06,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.07,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.08,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.09,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.1,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.11,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.12,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.13,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.14,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.15,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.16,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.17,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.18,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.19,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.2,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.21,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.22,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.23,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.24,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.25,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
all,8.26,general,100,100.00th,≥100 percentile rank,upper (≥75th percentile)
